timestamp,open,high,low,close,volume,trade_count,vwap,30sma,rsi,macd,signal,histogram
2022-01-03 05:00:00+00:00,116.47,117.8,114.78,116.68,5475237.0,71643.0,116.246723,,,,,
2022-01-04 05:00:00+00:00,116.9,117.05,114.165,114.24,8365082.0,98787.0,114.997458,,,,,
2022-01-05 05:00:00+00:00,114.4,114.9562,110.4,110.44,8599924.0,108516.0,111.836333,,,,,
2022-01-06 05:00:00+00:00,110.0,111.88,109.99,111.14,6082980.0,77970.0,111.150387,,,,,
2022-01-07 05:00:00+00:00,108.215,109.71,107.475,107.57,11250886.0,133552.0,108.211461,,,,,
2022-01-10 05:00:00+00:00,106.615,107.01,104.42,106.03,8466161.0,116607.0,105.533931,,,,,
2022-01-11 05:00:00+00:00,106.04,106.17,103.71,104.04,13073177.0,154705.0,104.538983,,,,,
2022-01-12 05:00:00+00:00,104.435,105.32,103.68,103.87,11800628.0,122181.0,104.120925,,,,,
2022-01-13 05:00:00+00:00,104.15,104.665,102.09,102.4,9811050.0,123408.0,103.325855,,,,,
2022-01-14 05:00:00+00:00,101.91,101.91,99.09,100.12,13692372.0,167609.0,100.169734,,,,,
2022-01-18 05:00:00+00:00,99.17,99.36,97.51,97.73,11387083.0,149162.0,98.132407,,,,,
2022-01-19 05:00:00+00:00,97.9376,98.39,96.78,96.87,10839971.0,117960.0,97.528398,,,,,
2022-01-20 05:00:00+00:00,97.49,98.94,95.59,95.72,20266897.0,156816.0,97.537485,,,,,
2022-01-21 05:00:00+00:00,95.9032,98.41,95.47,96.31,13377635.0,159472.0,97.026591,,,,,
2022-01-24 05:00:00+00:00,94.75,98.35,94.4054,98.1,16814658.0,178800.0,96.554839,,12.44947453516572,,,
2022-01-25 05:00:00+00:00,96.67,98.09,95.13,97.01,12349831.0,127554.0,96.907278,,11.885537876988835,,,
2022-01-26 05:00:00+00:00,97.7,98.64,94.9,95.58,11671491.0,123145.0,96.797173,,11.170628278093957,,,
2022-01-27 05:00:00+00:00,96.62,97.173,95.06,95.32,7285904.0,100648.0,95.90493,,11.040597293513756,,,
2022-01-28 05:00:00+00:00,95.06,97.22,93.79,97.21,8322146.0,102248.0,95.9685,,18.47009302007362,,,
2022-01-31 05:00:00+00:00,97.03,98.4,96.4202,98.32,8784862.0,93080.0,97.770444,,22.560583702382402,,,
2022-02-01 05:00:00+00:00,98.4175,99.03,96.8,98.76,11593348.0,150750.0,97.674577,,24.184379948729855,,,
2022-02-02 05:00:00+00:00,95.8,99.15,94.74,97.73,15570650.0,174302.0,97.438311,,22.970145791807326,,,
2022-02-03 05:00:00+00:00,96.84,97.47,95.67,95.94,8885906.0,105209.0,96.141071,,20.997140989057684,,,
2022-02-04 05:00:00+00:00,95.41,95.94,93.83,95.0,8248962.0,105417.0,94.908978,,20.024429493554223,,,
2022-02-07 05:00:00+00:00,95.35,96.11,94.88,95.19,6833610.0,81192.0,95.540839,,20.822854545032058,,,
2022-02-08 05:00:00+00:00,95.29,96.0267,94.35,94.92,7313502.0,81810.0,95.103655,,20.509506588310344,-3.7354901026499334,,
2022-02-09 05:00:00+00:00,96.21,97.972,96.2,97.13,9150055.0,90994.0,97.309539,,29.818873158134508,-3.457980996347004,,
2022-02-10 05:00:00+00:00,95.46,96.81,94.98,95.31,8803436.0,100340.0,95.733728,,27.01315497508324,-3.346337326208271,,
2022-02-11 05:00:00+00:00,95.55,96.49,93.36,93.73,6501410.0,89525.0,94.677181,,24.829004716260584,-3.346772202011735,,
2022-02-14 05:00:00+00:00,93.75,94.49,92.42,93.65,7507482.0,97752.0,93.552714,100.06866666666666,24.72001799982715,-3.3153548289003396,,
2022-02-15 05:00:00+00:00,95.15,95.46,94.385,94.51,7513737.0,68019.0,94.631619,99.32966666666668,28.360508479146688,-3.1843542678712,,
2022-02-16 05:00:00+00:00,94.34,95.55,93.16,95.18,6351446.0,80592.0,94.60879,98.69433333333333,31.15383176419411,-2.9919822697102205,,
2022-02-17 05:00:00+00:00,94.42,94.63,92.775,93.05,6365075.0,82711.0,93.507396,98.11466666666666,27.484805213432523,-2.9770813336045165,,
2022-02-18 05:00:00+00:00,92.56,94.05,92.53,93.34,6015430.0,83087.0,93.247786,97.52133333333333,28.71574296024869,-2.9083460550760662,-3.2515221535976986,0.34317609852163233
2022-02-22 05:00:00+00:00,93.51,94.04,92.36,93.11,8199067.0,109355.0,93.227806,97.03933333333333,28.305359109458877,-2.839697662438951,-3.1691572553659495,0.32945959292699856
2022-02-23 05:00:00+00:00,93.88,93.88,89.44,89.65,9674758.0,130209.0,90.594112,96.49333333333334,22.983938352141962,-3.0295634783222454,-3.141238499957209,0.11167502163496357
2022-02-24 05:00:00+00:00,87.5,91.2,87.25,91.01,9260494.0,123555.0,89.586507,96.059,28.661119027865908,-3.035303778762753,-3.1200515557183177,0.0847477769555649
2022-02-25 05:00:00+00:00,91.3,92.79,90.28,92.58,6586058.0,91993.0,91.999526,95.68266666666666,34.64995890820272,-2.8799686434524574,-3.0720349732651457,0.19206632981268834
2022-02-28 05:00:00+00:00,91.04,92.31,90.62,91.79,8033267.0,104754.0,91.524751,95.32900000000001,33.1422731790296,-2.7884671141529083,-3.0153214014426983,0.22685428728979007
2022-03-01 05:00:00+00:00,91.49,91.51,89.65,90.14,6634412.0,100802.0,90.362915,94.99633333333333,30.187793501480087,-2.8166244104093465,-2.9755820032360285,0.15895759282668198
2022-03-02 05:00:00+00:00,90.77,93.28,90.59,92.77,10195496.0,118815.0,92.610812,94.83099999999999,39.45286545584081,-2.596786116474533,-2.8998228258837297,0.3030367094091968
2022-03-03 05:00:00+00:00,93.48,93.5,91.08,91.53,6268591.0,90483.0,91.917143,94.653,36.962143760116916,-2.493872511637022,-2.8186327630343886,0.3247602513973664
2022-03-04 05:00:00+00:00,90.97,91.16,89.445,90.03,6846418.0,96531.0,90.036446,94.46333333333334,34.153264143305435,-2.5044801145519386,-2.755802233337899,0.2513221187859602
2022-03-07 05:00:00+00:00,90.04,90.05,84.35,84.46,14101240.0,173556.0,86.05165,94.06833333333334,26.19324799140125,-2.9285803149604845,-2.790357849662416,-0.13822246529806836
2022-03-08 05:00:00+00:00,84.755,86.92,83.76,84.0,10220668.0,128848.0,84.848229,93.59833333333333,25.661325760057608,-3.264173573799539,-2.8851209944898413,-0.3790525793096977
2022-03-09 05:00:00+00:00,86.5,88.125,86.33,87.6,8384232.0,95354.0,87.403307,93.28466666666667,36.525301478983195,-3.2027247187725862,-2.9486417393463906,-0.2540829794261956
2022-03-10 05:00:00+00:00,86.16,87.36,85.6,87.16,8814083.0,109527.0,86.683158,93.00399999999999,35.835970176427566,-3.153182456642952,-2.9895498828057034,-0.1636325738372486
2022-03-11 05:00:00+00:00,88.35,88.81,82.54,82.73,14963058.0,167776.0,84.219259,92.58433333333332,29.748521527864582,-3.431823904186473,-3.0780046870818576,-0.3538192171046153
2022-03-14 04:00:00+00:00,82.315,82.3395,78.92,79.29,17577617.0,199977.0,79.880117,91.98700000000001,26.04824625984844,-3.885439580704201,-3.2394916658063266,-0.6459479148978744
2022-03-15 04:00:00+00:00,80.5,83.44,80.28,83.12,12292720.0,132511.0,82.651063,91.48033333333335,35.64599239848009,-3.8910308989935487,-3.369799512443771,-0.5212313865497777
2022-03-16 04:00:00+00:00,88.01,90.09,85.62,87.41,20784470.0,198490.0,88.029005,91.102,44.357106257803544,-3.508847106781573,-3.397609031311332,-0.11123807547024134
2022-03-17 04:00:00+00:00,87.46,87.95,86.01,87.66,8345180.0,102477.0,87.255026,90.76633333333332,44.82581325081856,-3.149485479187774,-3.3479843208866207,0.19849884169884646
2022-03-18 04:00:00+00:00,86.12,89.75,84.9822,89.6,23448968.0,145718.0,88.417164,90.555,48.454339265525505,-2.677284939287375,-3.2138444445667718,0.5365595052793966
2022-03-21 04:00:00+00:00,89.565,89.72,85.97,86.86,11713050.0,132659.0,86.965134,90.28366666666666,44.04822063198226,-2.4953923802282247,-3.0701540316990625,0.5747616514708378
2022-03-22 04:00:00+00:00,87.4,89.095,87.15,87.89,8296322.0,95369.0,88.24837,90.04033333333334,46.03481202632543,-2.2422812028430883,-2.904579465927868,0.6622982630847796
2022-03-23 04:00:00+00:00,87.3635,87.71,86.1,86.22,7527299.0,93278.0,86.594324,89.75033333333333,43.34747356609771,-2.1516410359135136,-2.753991779924997,0.6023507440114835
2022-03-24 04:00:00+00:00,86.83,87.15,85.56,87.12,6039118.0,74763.0,86.567164,89.41666666666667,45.203976990066366,-1.984311662553722,-2.6000557564507423,0.6157440938970202
2022-03-25 04:00:00+00:00,87.39,87.67,86.215,87.45,7019657.0,84790.0,87.130631,89.15466666666667,45.90397680608667,-1.8042751260176573,-2.4408996303641257,0.6366245043464684
2022-03-28 04:00:00+00:00,87.48,88.42,86.753,88.38,11612929.0,156479.0,87.818656,88.97633333333333,47.923032350709775,-1.5684712854151286,-2.2664139613743264,0.6979426759591978
2022-03-29 04:00:00+00:00,89.7,91.9,89.66,91.23,8964506.0,114575.0,90.922498,88.89566666666666,53.634227754110185,-1.1384999426591236,-2.0408311576312856,0.9023312149721621
2022-03-30 04:00:00+00:00,90.75,91.54,90.3961,91.03,8122096.0,93836.0,91.040185,88.77966666666666,53.19335975916747,-0.8046078656547451,-1.7935864992359776,0.9889786335812325
2022-03-31 04:00:00+00:00,91.32,92.63,90.97,90.97,11266804.0,121296.0,91.783603,88.63933333333333,53.052470433546034,-0.5386285134073745,-1.542594902070257,1.0039663886628825
2022-04-01 04:00:00+00:00,91.5,91.89,90.48,91.49,6500926.0,87643.0,91.129597,88.58733333333333,54.185039667913905,-0.2826204338584972,-1.290600008427905,1.0079795745694078
2022-04-04 04:00:00+00:00,87.89,88.46,86.18,88.09,16219839.0,204575.0,87.334904,88.41233333333335,46.317214421115544,-0.350048628697877,-1.1024897324818994,0.7524411037840224
2022-04-05 04:00:00+00:00,86.56,86.62,83.82,84.12,17485337.0,204976.0,84.665318,88.11266666666667,39.16598604612964,-0.7155829850113804,-1.0251083829877956,0.3095253979764152
2022-04-06 04:00:00+00:00,83.65,83.89,82.07,83.36,9584677.0,136837.0,83.004978,87.903,37.95776440642261,-1.054442289986227,-1.0309751643874818,-0.023467125598745087
2022-04-07 04:00:00+00:00,82.99,83.5,81.45,83.12,10096289.0,141805.0,82.439169,87.64000000000001,37.56368111401413,-1.3270592122316458,-1.0901919739563146,-0.23686723827533118
2022-04-08 04:00:00+00:00,83.19,83.19,81.34,81.5,8584753.0,114219.0,82.104557,87.27066666666666,34.92767998219274,-1.6547555563016232,-1.2031046904253764,-0.4516508658762468
2022-04-11 04:00:00+00:00,80.88,81.74,80.29,80.68,7930644.0,118190.0,80.924858,86.90033333333332,33.64083071345766,-1.9580531984498606,-1.3540943920302733,-0.6039588064195873
2022-04-12 04:00:00+00:00,80.83,81.27,79.65,79.79,8421518.0,114498.0,80.390532,86.55533333333332,32.251919924992364,-2.244362710691945,-1.5321480557626077,-0.7122146549293373
2022-04-13 04:00:00+00:00,79.88,81.31,79.61,80.92,8570530.0,99043.0,80.640811,86.16033333333333,35.87208109895117,-2.3529600469421013,-1.6963104539985063,-0.6566495929435949
2022-04-14 04:00:00+00:00,80.745,81.08,79.245,79.5,9519088.0,112310.0,79.750761,85.75933333333333,33.45294732339757,-2.5245054238111067,-1.8619494479610266,-0.6625559758500801
2022-04-18 04:00:00+00:00,79.04,79.97,78.88,79.6,7769684.0,101347.0,79.438128,85.41166666666666,33.79156759726523,-2.6221605717989576,-2.0139916727286127,-0.6081688990703449
2022-04-19 04:00:00+00:00,79.62,81.54,79.41,81.22,8583303.0,93504.0,80.950854,85.30366666666667,39.18989912937945,-2.5395580743900297,-2.119104953060896,-0.4204531213291336
2022-04-20 04:00:00+00:00,81.31,81.52,80.0,80.17,8326811.0,103518.0,80.56544,85.176,37.07961730483617,-2.529660869019608,-2.2012161362526386,-0.3284447327669695
2022-04-21 04:00:00+00:00,81.05,81.19,78.73,78.96,8091311.0,114126.0,79.497774,84.888,34.75694137761127,-2.5896028207206143,-2.278893473146234,-0.3107093475743805
2022-04-22 04:00:00+00:00,78.89,79.48,77.7808,77.92,10263473.0,139799.0,78.226413,84.58,32.852140014860126,-2.690017707999502,-2.3611183201168875,-0.3288993878826143
2022-04-25 04:00:00+00:00,77.38,78.08,76.73,77.98,10176775.0,133021.0,77.488062,84.42166666666667,33.07999926991059,-2.733248543240805,-2.435544364741671,-0.2977041784991341
2022-04-26 04:00:00+00:00,77.49,77.58,75.63,75.63,8735507.0,118530.0,76.234001,84.29966666666665,28.938047667632233,-2.923435111669292,-2.533122514127195,-0.3903125975420969
2022-04-27 04:00:00+00:00,75.38,76.43,74.68,74.74,8378646.0,122997.0,75.205872,84.02033333333334,27.532049058243828,-3.1101233335244416,-2.6485226780066444,-0.46160065551779716
2022-04-28 04:00:00+00:00,75.62,77.0999,74.86,76.58,8753742.0,103646.0,76.032886,83.65933333333334,34.606059124809235,-3.0741654066756325,-2.7336512237404422,-0.3405141829351903
2022-04-29 04:00:00+00:00,76.02,76.7699,74.48,74.64,9110904.0,104029.0,75.31035,83.22533333333334,31.15311349903473,-3.1657178525157406,-2.8200645494955023,-0.3456533030202382
2022-05-02 04:00:00+00:00,75.25,75.72,73.47,75.37,12288055.0,143148.0,74.727287,82.75099999999999,33.82866493588435,-3.1431368017919965,-2.8846789999548013,-0.25845780183719524
2022-05-03 04:00:00+00:00,75.72,75.79,73.38,74.33,15495750.0,158941.0,74.422526,82.33333333333333,31.925146607900743,-3.1725888355350094,-2.942260967070843,-0.2303278684641663
2022-05-04 04:00:00+00:00,79.31,82.87,77.915,81.64,30133289.0,303705.0,80.080443,82.125,52.259418619129626,-2.576375029088254,-2.8690837794743254,0.29270875038607125
2022-05-05 04:00:00+00:00,80.425,81.22,77.13,77.48,18966507.0,191456.0,78.27174,81.83366666666667,44.17294922402192,-2.411747402623263,-2.777616504104113,0.3658691014808504
2022-05-06 04:00:00+00:00,77.03,77.2,75.21,76.52,11081900.0,124106.0,76.198917,81.48033333333335,42.537166866140716,-2.3318625396934465,-2.68846571122198,0.3566031715285334
2022-05-09 04:00:00+00:00,75.24,76.55,73.33,73.49,12702838.0,142280.0,74.450715,81.015,37.781568332425515,-2.48441015375478,-2.64765459972854,0.16324444597375987
2022-05-10 04:00:00+00:00,74.85,75.05,71.61,71.86,13954873.0,173623.0,72.430886,80.46433333333334,35.48335192193025,-2.7056436388027834,-2.6592524075433888,-0.046391231259394594
2022-05-11 04:00:00+00:00,71.545,71.95,69.96,70.06,11990495.0,156043.0,70.696777,79.75866666666667,33.0896364884526,-2.9917309146802467,-2.7257481089707603,-0.2659828057094864
2022-05-12 04:00:00+00:00,69.15,70.03,68.39,69.9,15353235.0,187691.0,69.285041,79.05433333333333,32.8773235321228,-3.1945431004568263,-2.8195071072679734,-0.37503599318885295
2022-05-13 04:00:00+00:00,71.88,75.73,71.88,75.595,16549622.0,180406.0,74.296725,78.54183333333334,46.12721590743819,-2.86273449272673,-2.828152584359725,-0.034581908367005365
2022-05-16 04:00:00+00:00,74.945,75.44,72.305,72.43,10254839.0,123516.0,73.406354,77.90650000000001,41.253416245977384,-2.8226253613971437,-2.827047139767209,0.004421778370065077
2022-05-17 04:00:00+00:00,74.01,74.35,72.8362,73.72,12351885.0,109124.0,73.579783,77.4275,43.85720152061435,-2.6561281746130305,-2.792863346736373,0.13673517212334252
2022-05-18 04:00:00+00:00,73.15,73.54,70.78,71.28,10469743.0,121307.0,71.676536,76.9995,40.225510333599225,-2.690056268447549,-2.7723019310786086,0.0822456626310597
2022-05-19 04:00:00+00:00,71.1,72.42,70.33,71.94,9479500.0,124531.0,71.552093,76.61883333333331,41.63340811086898,-2.6333326238056713,-2.744508069624021,0.1111754458183496
2022-05-20 04:00:00+00:00,72.88,73.43,71.46,73.39,15659260.0,156271.0,72.59054,76.2945,44.71430235405421,-2.4432120176183787,-2.6842488592228926,0.24103684160451389
2022-05-23 04:00:00+00:00,73.73,74.27,72.57,73.42,10735023.0,113695.0,73.404616,76.02516666666666,44.779248398447024,-2.264021092342091,-2.6002033058467324,0.3361822135046415
2022-05-24 04:00:00+00:00,72.97,73.335,71.265,72.72,9176221.0,104813.0,72.231626,75.75983333333333,43.495311083955734,-2.153668987440824,-2.510896442165551,0.35722745472472717
2022-05-25 04:00:00+00:00,72.72,73.5,71.93,72.48,8277382.0,97759.0,72.69175,75.51616666666668,43.03965861912292,-2.061812848416281,-2.421079723415697,0.3592668749994159
2022-05-26 04:00:00+00:00,72.95,74.77,72.87,74.49,8913303.0,93741.0,74.145875,75.30183333333333,47.95692494966285,-1.8060074648681024,-2.298065271706178,0.49205780683807543
2022-05-27 04:00:00+00:00,75.23,76.72,75.15,76.71,8469168.0,97526.0,76.116276,75.20883333333333,52.80317210257988,-1.4079148428304222,-2.1200351859310267,0.7121203431006045
2022-05-31 04:00:00+00:00,76.97,79.655,76.55,78.5,23142114.0,149309.0,78.425042,75.17216666666667,56.333956450650305,-0.9371822774979819,-1.8834646042444179,0.946282326746436
2022-06-01 04:00:00+00:00,78.75,78.88,76.05,76.28,7504250.0,96004.0,76.747177,75.0075,51.21651339139127,-0.7347885892460937,-1.6537294012447532,0.9189408119986595
2022-06-02 04:00:00+00:00,76.54,79.5,75.85,79.42,10165411.0,116188.0,78.369187,74.9825,57.146220627231166,-0.31736004615136437,-1.3864555302260757,1.0690954840747113
